question,answer
"I've got a Python program where two variables are set to the value 'public'. In a conditional expression I have the comparison var1 is var2 which fails, but if I change it to var1 == var2 it returns True.","is is identity testing, == is equality testing. what happens in your code would be emulated in the interpreter like this:"
"I've got a Python program where two variables are set to the value 'public'. In a conditional expression I have the comparison var1 is var2 which fails, but if I change it to var1 == var2 it returns True.","Other answers here are correct: is is used for identity comparison, while == is used for equality comparison. Since what you care about is equality (the two strings should contain the same characters), in this case the is operator is simply wrong and you should be using == instead."
I'm just trying to streamline one of my classes and have introduced some functionality in the same style as the flyweight design pattern.,"Use __new__ when you need to control
the creation of a new instance."
I'm just trying to streamline one of my classes and have introduced some functionality in the same style as the flyweight design pattern.,"__new__ is static class method, while __init__ is instance method. 
__new__ has to create the instance first, so __init__ can initialize it. Note that __init__ takes self as parameter. Until you create instance there is no self."
How to set the current working directory in Python?,Try os.chdir
How to set the current working directory in Python?,Perhaps this is what you are looking for:
After you train a model in Tensorflow: ,I am improving my answer to add more details for saving and restoring models. 
After you train a model in Tensorflow: ,"In (and after) TensorFlow version 0.11.0RC1, you can save and restore your model directly by calling tf.train.export_meta_graph and tf.train.import_meta_graph according to https://www.tensorflow.org/programmers_guide/meta_graph."
"What is the python keyword ""with"" used for?","In python the with keyword is used when working with unmanaged resources (like file streams). It is similar to the using statement in VB.NET and C#. It allows you to ensure that a resource is ""cleaned up"" when the code that uses it finishes running, even if exceptions are thrown. It provides 'syntactic sugar' for try/finally blocks."
"What is the python keyword ""with"" used for?",Explanation from the Pershing on Programming blog:
"Sometimes I want to just insert some print statements in my code, and see what gets printed out when I exercise it. My usual way to ""exercise"" it is with existing pytest tests. But when I run these, I don't seem able to see any standard output (at least from within PyCharm, my IDE).",The -s switch disables per-test capturing (only if a test fails).
"Sometimes I want to just insert some print statements in my code, and see what gets printed out when I exercise it. My usual way to ""exercise"" it is with existing pytest tests. But when I run these, I don't seem able to see any standard output (at least from within PyCharm, my IDE).","pytest captures the stdout from individual tests and displays them only on certain conditions, along with the summary of the tests it prints by default."
I understand how this construct works:,A common construct is to run a loop until something is found and then to break out of the loop. The problem is that if I break out of the loop or the loop ends I need to determine which case happened. One method is to create a flag or store variable that will let me do a second test to see how the loop was exited.
I understand how this construct works:,"It's a strange construct even to seasoned Python coders. When used in conjunction with for-loops it basically means ""find some item in the iterable, else if none was found do ..."". As in:"
"I'm new to Python and I'm just trying to understand how its packages work.  Presumably eggs are some sort of packaging mechanism, but what would be a quick overview of what role they play and may be some information on why they're useful and how to create them?",Note: Egg packaging has been superseded by Wheel packaging.
"I'm new to Python and I'm just trying to understand how its packages work.  Presumably eggs are some sort of packaging mechanism, but what would be a quick overview of what role they play and may be some information on why they're useful and how to create them?","The .egg file is a distribution format for Python packages. It’s just an alternative to a source code distribution or Windows exe. But note that for pure Python, the .egg file is completely cross-platform."
My Google-fu has failed me.,"is will return True if two variables point to the same object (in memory), == if the objects referred to by the variables are equal."
My Google-fu has failed me.,There is a simple rule of thumb to tell you when to use == or is.
I am interested in knowing how to convert a pandas dataframe into a NumPy array.,It's time to deprecate your usage of values and as_matrix().
I am interested in knowing how to convert a pandas dataframe into a NumPy array.,"To convert a pandas dataframe (df) to a numpy ndarray, use this code:"
"I am using Python 3.1 and can't get the raw_input to ""freeze"" the dos pop-up. The book I'm reading is for Python 2.5 and I'm using Python 3.1","Starting with Python 3, raw_input() was renamed to input()."
"I am using Python 3.1 and can't get the raw_input to ""freeze"" the dos pop-up. The book I'm reading is for Python 2.5 and I'm using Python 3.1",This works in Python 3.x and 2.x:
"I'm using virtualenv and I need to install ""psycopg2"".","Note: Since a while back, there are binary wheels for Windows in PyPI, so this should no longer be an issue for Windows users. Below are solutions for Linux, Mac users, since lots of them find this post through web searches."
"I'm using virtualenv and I need to install ""psycopg2"".","On CentOS, you need the postgres dev packages:"
"I'm working on a python script that starts several processes and database connections. Every now and then I want to kill the script with a Ctrl+C signal, and I'd like to do some cleanup.",Register your handler with signal.signal like this:
"I'm working on a python script that starts several processes and database connections. Every now and then I want to kill the script with a Ctrl+C signal, and I'd like to do some cleanup.","You can treat it like an exception (KeyboardInterrupt), like any other. Make a new file and run it from your shell with the following contents to see what I mean:"
I am trying to save a csv to a folder after making some edits to the file. ,Use index=False.
I am trying to save a csv to a folder after making some edits to the file. ,There are two ways to handle the situation where we do not want the index to be stored in csv file.
"I want to install pip. It should support Python 3, but it requires setuptools, which is available only for Python 2.",edit: Manual installation and use of setuptools is not the standard process anymore.
"I want to install pip. It should support Python 3, but it requires setuptools, which is available only for Python 2.",I was able to install pip for python 3 on Ubuntu just by running sudo apt-get install python3-pip. 
"
Want to improve this question? Update the question so it focuses on one problem only by editing this post.
                ","There are a bunch of ways to do it, but the most straightforward is to simply 
use the Python debugger. Just add following line in to a Django view function:"
"
Want to improve this question? Update the question so it focuses on one problem only by editing this post.
                ","I really like Werkzeug's interactive debugger. It's similar to Django's debug page, except that you get an interactive shell on every level of the traceback. If you use the django-extensions, you get a runserver_plus managment command which starts the development server and gives you Werkzeug's debugger on exceptions."
Is there a built-in function for getting the size of a file object in bytes? I see some people do something like this:,Use os.path.getsize(path) which will
Is there a built-in function for getting the size of a file object in bytes? I see some people do something like this:,"Return the size, in bytes, of path. Raise os.error if the file does not exist or is inaccessible."
What is the difference between the search() and match() functions in the Python re module?,"re.match is anchored at the beginning of the string. That has nothing to do with newlines, so it is not the same as using ^ in the pattern."
What is the difference between the search() and match() functions in the Python re module?,search ⇒ find something anywhere in the string and return a match object.
"The documentation for the argparse python module, while excellent I'm sure, is too much for my tiny beginner brain to grasp right now. I don't need to do math on the command line or meddle with formatting lines on the screen or change option characters. All I want to do is ""If arg is A, do this, if B do that, if none of the above show help and quit"".",Here's the way I do it with argparse (with multiple args):
"The documentation for the argparse python module, while excellent I'm sure, is too much for my tiny beginner brain to grasp right now. I don't need to do math on the command line or meddle with formatting lines on the screen or change option characters. All I want to do is ""If arg is A, do this, if B do that, if none of the above show help and quit"".","My understanding of the original question is two-fold. First, in terms of the simplest possible argparse example, I'm surprised that I haven't seen it here. Of course, to be dead-simple, it's also all overhead with little power, but it might get you started."
"I’m trying to port an open-source library to Python 3.  (SymPy, if anyone is wondering.) ","As of March 2020, most of the other answers to this question are several years out-of-date. When you come across advice on Python packaging issues, remember to look at the date of publication, and don't trust out-of-date information."
"I’m trying to port an open-source library to Python 3.  (SymPy, if anyone is wondering.) ","I’m a distutils maintainer and distutils2/packaging contributor.  I did a talk about Python packaging at ConFoo 2011 and these days I’m writing an extended version of it.  It’s not published yet, so here are excerpts that should help define things."
"I'm writing a Python application that takes as a command as an argument, for example:","With Python older than 2.7/3.1, that's pretty much how you do it."
"I'm writing a Python application that takes as a command as an argument, for example:",The recommended way for Python 2.7 and 3.1 and later is to use importlib module:
I've installed a library using the command,Normally your requirements.txt file would look something like this:
I've installed a library using the command,"“Editable” packages syntax can be used in requirements.txt to import packages from a variety of VCS (git, hg, bzr, svn):"
I have a function that analyzes a CSV file with Pandas and produces a dict with summary information. I want to return the results as a response from a Flask view. How do I return a JSON response?,As of Flask 1.1.0 a view can directly return a Python dict and Flask will call jsonify automatically.
I have a function that analyzes a CSV file with Pandas and produces a dict with summary information. I want to return the results as a response from a Flask view. How do I return a JSON response?,"jsonify serializes the data you pass it to JSON. If you want to serialize the data yourself, do what jsonify does by building a response with status=200 and mimetype='application/json'."
I haven't been able to find an understandable explanation of how to actually use Python's itertools.groupby() function.  What I'm trying to do is this:,IMPORTANT NOTE: You have to sort your data first.
I haven't been able to find an understandable explanation of how to actually use Python's itertools.groupby() function.  What I'm trying to do is this:,itertools.groupby is a tool for grouping items.
I am printing Python exception messages to a log file with logging.error:,logger.exception will output a stack trace alongside the error message.
I am printing Python exception messages to a log file with logging.error:,"Using exc_info options may be better, to allow you to choose the error level (if you use exception, it will always be at the error level): "
"I want my Python function to split a sentence (input) and store each word in a list. My current code splits the sentence, but does not store the words as a list. How do I do that?","This should be enough to store each word in a list.  words is already a list of the words from the sentence, so there is no need for the loop."
"I want my Python function to split a sentence (input) and store each word in a list. My current code splits the sentence, but does not store the words as a list. How do I do that?",Splits the string in text on any consecutive runs of whitespace.
Python has an ordered dictionary. What about an ordered set?,"There is an ordered set (possible new link) recipe for this which is referred to from the Python 2 Documentation. This runs on Py2.6 or later and 3.0 or later without any modifications. The interface is almost exactly the same as a normal set, except that initialisation should be done with a list."
Python has an ordered dictionary. What about an ordered set?,"The answer is no, but you can use collections.OrderedDict from the Python standard library with just keys (and values as None) for the same purpose."
Is there a Python equivalent for the case statement such as the examples available in VB.NET or C#?,"In Python 3.10, they introduced the pattern matching."
Is there a Python equivalent for the case statement such as the examples available in VB.NET or C#?,The direct replacement is if/elif/else. 
Is output buffering enabled by default in Python's interpreter for sys.stdout?,From Magnus Lycka answer on a mailing list:
Is output buffering enabled by default in Python's interpreter for sys.stdout?,"I would rather put my answer in How to flush output of print function? or in Python's print function that flushes the buffer when it's called?, but since they were marked as duplicates of this one (what I do not agree), I'll answer it here."
"In Python Pandas, what's the best way to check whether a DataFrame has one (or more) NaN values?","jwilner's response is spot on. I was exploring to see if there's a faster option, since in my experience, summing flat arrays is (strangely) faster than counting. This code seems faster:"
"In Python Pandas, what's the best way to check whether a DataFrame has one (or more) NaN values?",You have a couple of options. 
"I'm trying to map a list into hex, and then use the list elsewhere. In python 2.6, this was easy:",Do this:
"I'm trying to map a list into hex, and then use the list elsewhere. In python 2.6, this was easy:",New and neat in Python 3.5:
I have a list of lists:,A key can be a function that returns a tuple:
I have a list of lists:,"I'm not sure if this is the most pythonic method ...
I had a list of tuples that needed sorting 1st by descending integer values and 2nd alphabetically. This required reversing the integer sort but not the alphabetical sort. Here was my solution: (on the fly in an exam btw, I was not even aware you could 'nest' sorted functions)"
Can you tell me when to use these vectorization methods with basic examples? ,"Straight from Wes McKinney's Python for Data Analysis book, pg. 132 (I highly recommended this book):"
Can you tell me when to use these vectorization methods with basic examples? ,First major difference: DEFINITION
"I'm quite familiar with Django, but I recently noticed there exists an on_delete=models.CASCADE option with the models. I have searched for the documentation for the same, but I couldn't find anything more than:",This is the behaviour to adopt when the referenced object is deleted. It is not specific to Django; this is an SQL standard. Although Django has its own implementation on top of SQL. (1)
"I'm quite familiar with Django, but I recently noticed there exists an on_delete=models.CASCADE option with the models. I have searched for the documentation for the same, but I couldn't find anything more than:",The on_delete method is used to tell Django what to do with model instances that depend on the model instance you delete. (e.g. a ForeignKey relationship). The on_delete=models.CASCADE tells Django to cascade the deleting effect i.e. continue deleting the dependent models as well. 
"It seems that python supports many different commands to stop script execution.The choices I've found are:  quit(), exit(), sys.exit(), os._exit() ",Let me give some information on them:
"It seems that python supports many different commands to stop script execution.The choices I've found are:  quit(), exit(), sys.exit(), os._exit() ","The functions* quit(), exit(), and sys.exit() function in the same way: they raise the SystemExit exception.  So there is no real difference, except that sys.exit() is always available but exit() and quit() are only available if the site module is imported."
What is the difference between abstract class and interface in Python?,What you'll see sometimes is the following:
What is the difference between abstract class and interface in Python?,"An interface, for an object, is a set of methods and attributes on that object."
I've seen some code samples and tutorials that use,"Without the main sentinel, the code would be executed even if the script were imported as a module."
I've seen some code samples and tutorials that use,"Everyone else has already answered it, but I think I still have something else to add."
"I'm not sure if this is Flask specific, but when I run an app in dev mode (http://localhost:5000), I cannot access it from other machines on the network (with http://[dev-host-ip]:5000). With Rails in dev mode, for example, it works fine. I couldn't find any docs regarding the Flask dev server configuration. Any idea what should be configured to enable this?","While this is possible, you should not use the Flask dev server in production. The Flask dev server is not designed to be particularly secure, stable, or efficient. See the docs on deploying for correct solutions."
"I'm not sure if this is Flask specific, but when I run an app in dev mode (http://localhost:5000), I cannot access it from other machines on the network (with http://[dev-host-ip]:5000). With Rails in dev mode, for example, it works fine. I couldn't find any docs regarding the Flask dev server configuration. Any idea what should be configured to enable this?","If you use the flask executable to start your server, use flask run --host=0.0.0.0 to change the default from 127.0.0.1 and open it up to non-local connections."
I'm using the Python bindings to run Selenium WebDriver:,You can read the innerHTML attribute to get the source of the content of the element or outerHTML for the source with the current element.
I'm using the Python bindings to run Selenium WebDriver:,"There is not really a straightforward way of getting the HTML source code of a webelement. You will have to use JavaScript. I am not too sure about python bindings, but you can easily do like this in Java. I am sure there must be something similar to JavascriptExecutor class in Python."
"This code reads thefile.csv, makes changes, and writes results to thefile_subset1.","In Python 2, open outfile with mode 'wb' instead of 'w'.  The csv.writer writes \r\n into the file directly.  If you don't open the file in binary mode, it will write \r\r\n because on Windows text mode will translate each \n into \r\n."
"This code reads thefile.csv, makes changes, and writes results to thefile_subset1.","Opening the file in binary mode ""wb"" will not work in Python 3+.  Or rather, you'd have to convert your data to binary before writing it.  That's just a hassle."
Why does the following behave unexpectedly in Python?,Take a look at this:
Why does the following behave unexpectedly in Python?,In summary - let me emphasize: Do not use is to compare integers.
"Is there a way to rename a dictionary key, without reassigning its value to a new name and removing the old name key; and without iterating through dict key/value?
In case of OrderedDict, do the same, while keeping that key's position.","For a regular dict, you can use:"
"Is there a way to rename a dictionary key, without reassigning its value to a new name and removing the old name key; and without iterating through dict key/value?
In case of OrderedDict, do the same, while keeping that key's position.","Using a check for newkey!=oldkey, this way you can do:"
"I'm running a program which is processing 30,000 similar files. A random number of them are stopping and producing this error...","read_csv takes an encoding option to deal with files in different formats. I mostly use read_csv('file', encoding = ""ISO-8859-1""), or alternatively encoding = ""utf-8"" for reading, and generally utf-8 for to_csv."
"I'm running a program which is processing 30,000 similar files. A random number of them are stopping and producing this error...",Simplest of all Solutions:
"I noticed a Python script I was writing was acting squirrelly, and traced it to an infinite loop, where the loop condition was while line is not ''. Running through it in the debugger, it turned out that line was in fact ''. When I changed it to !='' rather than is not '', it worked fine. ","For all built-in Python objects (like
  strings, lists, dicts, functions,
  etc.), if x is y, then x==y is also
  True."
"I noticed a Python script I was writing was acting squirrelly, and traced it to an infinite loop, where the loop condition was while line is not ''. Running through it in the debugger, it turned out that line was in fact ''. When I changed it to !='' rather than is not '', it worked fine. ",I would like to show a little example on how is and == are involved in immutable types. Try that:
"Is there a way to make Python logging using the logging module automatically output things to stdout in addition to the log file where they are supposed to go? For example, I'd like all calls to logger.warning, logger.critical, logger.error to go to their intended places but in addition always be copied to stdout. This is to avoid duplicating messages like:",All logging output is handled by the handlers; just add a logging.StreamHandler() to the root logger.
"Is there a way to make Python logging using the logging module automatically output things to stdout in addition to the log file where they are supposed to go? For example, I'd like all calls to logger.warning, logger.critical, logger.error to go to their intended places but in addition always be copied to stdout. This is to avoid duplicating messages like:",The simplest way to log to stdout:
Suppose I have:,"Similarly, "
Suppose I have:,And if you want to access more than one column at a time you could do:
Is this correct? Is there a better way to structure this? Will this cover all my bases? ,Have a look at the Requests exception docs.  In short:
Is this correct? Is there a better way to structure this? Will this cover all my bases? ,"One additional suggestion to be explicit. It seems best to go from specific to general down the stack of errors to get the desired error to be caught, so the specific ones don't get masked by the general one."
What is the best way to extend a dictionary with another one while avoiding the use of a for loop? For instance:,Latest Python Standard Library Documentation
What is the best way to extend a dictionary with another one while avoiding the use of a for loop? For instance:,A beautiful gem in this closed question:
"I am using Python 3.2.1 and I can't import the StringIO module. I use 
io.StringIO and it works, but I can't use it with numpy's genfromtxt like this:",when i write import StringIO it says there is no such module.
"I am using Python 3.2.1 and I can't import the StringIO module. I use 
io.StringIO and it works, but I can't use it with numpy's genfromtxt like this:",In my case I have used:
"I am trying to get a Python script to run on the linux server I'm connected to via ssh. The script uses mysqldb. I have all the other components I need, but when I try to install mySQLdb via setuptools like so:, ","mySQLdb is a python interface for mysql, but it is not mysql itself. And apparently mySQLdb needs the command 'mysql_config', so you need to install that first."
"I am trying to get a Python script to run on the linux server I'm connected to via ssh. The script uses mysqldb. I have all the other components I need, but when I try to install mySQLdb via setuptools like so:, ",I was installing python-mysql on Ubuntu 12.04 using
I have a list l:,"Do-something if <condition>, else do-something else."
I have a list l:,The reason you're getting this error has to do with how the list comprehension is performed.
"I want to iterate over each line of an entire file. One way to do this is by reading the entire file, saving it to a list, then going over the line of interest. This method uses a lot of memory, so I am looking for an alternative.","The correct, fully Pythonic way to read a file is the following:"
"I want to iterate over each line of an entire file. One way to do this is by reading the entire file, saving it to a list, then going over the line of interest. This method uses a lot of memory, so I am looking for an alternative.",Two memory efficient ways in ranked order (first is best) -
I came across the following header format for Python source files in a document about Python coding guidelines:,Its all metadata for the Foobar module.
I came across the following header format for Python source files in a document about Python coding guidelines:,"I strongly favour minimal file headers, by which I mean just:"
I have a problem with the transfer of variable 'insurance_mode' by the decorator. I would do it by the following decorator statement:,"The syntax for decorators with arguments is a bit different - the decorator with arguments should return a function that will take a function and return another function. So it should really return a normal decorator. A bit confusing, right? What I mean is:"
I have a problem with the transfer of variable 'insurance_mode' by the decorator. I would do it by the following decorator statement:,"Edit : for an in-depth understanding of the mental model of decorators, take a look at this awesome Pycon Talk. well worth the 30 minutes."
How do I declare an array in Python?,Now variable refers to an empty list*.
How do I declare an array in Python?,This is surprisingly complex topic in Python. 
"Suppose I have a df which has columns of 'ID', 'col_1', 'col_2'. And I define a function :","Here's an example using apply on the dataframe, which I am calling with axis = 1. "
"Suppose I have a df which has columns of 'ID', 'col_1', 'col_2'. And I define a function :","There is a clean, one-line way of doing this in Pandas:"
I'm new to programming and started with Python about two months ago and am going over Sweigart's Automate the Boring Stuff with Python text. I'm using IDLE and already installed the Selenium module and the Firefox browser.,selenium.common.exceptions.WebDriverException: Message: 'geckodriver' executable needs to be in PATH.
I'm new to programming and started with Python about two months ago and am going over Sweigart's Automate the Boring Stuff with Python text. I'm using IDLE and already installed the Selenium module and the Firefox browser.,This solved it for me.
Imagine this directory structure:,Everyone seems to want to tell you what you should be doing rather than just answering the question.
Imagine this directory structure:,Here is the solution which works for me:
"
Want to improve this question? Update the question so it focuses on one problem only by editing this post.
                ","ctypes module is part of the standard library, and therefore is more stable and widely available than swig, which always tended to give me problems."
"
Want to improve this question? Update the question so it focuses on one problem only by editing this post.
                ",You should have a look at Boost.Python. Here is the short introduction taken from their website:
"I am writing a project in Django and I see that 80% of the code is in the file models.py. This code is confusing and, after a certain time, I cease to understand what is really happening.","It seems like you are asking about the difference between the data model and the domain model – the latter is where you can find the business logic and entities as perceived by your end user, the former is where you actually store your data."
"I am writing a project in Django and I see that 80% of the code is in the file models.py. This code is confusing and, after a certain time, I cease to understand what is really happening.","I usually implement a service layer in between views and models. This acts like your project's API and gives you a good helicopter view of what is going on. I inherited this practice from a colleague of mine that uses this layering technique a lot with Java projects (JSF), e.g:"
I have constructed a condition that extract exactly one row from my data frame:,"If you have a DataFrame with only one row, then access the first (only) row as a Series using iloc, and then the value using the column name:"
I have constructed a condition that extract exactly one row from my data frame:,These are fast access for scalars
Is there a way to conveniently define a C-like structure in Python? I'm tired of writing stuff like:,With the introduction of Data Classes in Python 3.7 we get very close. 
Is there a way to conveniently define a C-like structure in Python? I'm tired of writing stuff like:,"Use a named tuple, which was added to the collections module in the standard library in Python 2.6. It's also possible to use Raymond Hettinger's named tuple recipe if you need to support Python 2.4."
I have a Pandas Dataframe as below:,I believe DataFrame.fillna() will do this for you.
I have a Pandas Dataframe as below:,It is not guaranteed that the slicing returns a view or a copy. You can do
I know there is a method for a Python list to return the first index of something:,"Yes, given an array, array, and a value, item to search for, you can use np.where as:"
I know there is a method for a Python list to return the first index of something:,"If you need the index of the first occurrence of only one value, you can use nonzero (or where, which amounts to the same thing in this case):"
"I see people are using any to gather another list to see if an item exists in a list, but is there a quick way to just do something like this?",You can use this syntax:
"I see people are using any to gather another list to see if an item exists in a list, but is there a quick way to just do something like this?","In addition to what other have said, you may also be interested to know that what in does is to call the list.__contains__ method, that you can define on any class you write and can get extremely handy to use python at his full extent.  "
Suppose the following:,Two options that don't require copying the whole set:
Suppose the following:,Least code would be:
"randrange(start, stop) only takes integer arguments. So how would I get a random number between two float values?","Use random.uniform(a, b):"
"randrange(start, stop) only takes integer arguments. So how would I get a random number between two float values?","if you want generate a random float with N digits to the right of point, you can make this : "
"Given a Python object of any kind, is there an easy way to get the list of all methods that this object has?","For many objects, you can use this code, replacing 'object' with the object you're interested in:"
"Given a Python object of any kind, is there an easy way to get the list of all methods that this object has?",You can use the built in dir() function to get a list of all the attributes a module has.  Try this at the command line to see how it works.
str.split(//) does not seem to work like Ruby does. Is there a simple way of doing this without looping?,You need list
str.split(//) does not seem to work like Ruby does. Is there a simple way of doing this without looping?,You take the string and pass it to list()
"I need help with setting the limits of y-axis on matplotlib. Here is the code that I tried, unsuccessfully.","Get current axis via plt.gca(), and then set its limits:"
"I need help with setting the limits of y-axis on matplotlib. Here is the code that I tried, unsuccessfully.",Another workaround is to get the plot's axes and reassign changing only the y-values:
"What's all this fuss about Python and CPython (Jython,IronPython), I don't get it:","CPython is the original Python implementation. It is the implementation you download from Python.org. People call it CPython to distinguish it from other, later, Python implementations, and to distinguish the implementation of the language engine from the Python programming language itself."
"What's all this fuss about Python and CPython (Jython,IronPython), I don't get it:","You need to distinguish between a language and an implementation. Python is a language, "
Is there any benefit in using compile for regular expressions in Python?,"I've had a lot of experience running a compiled regex 1000s of times versus compiling on-the-fly, and have not noticed any perceivable difference.  Obviously, this is anecdotal, and certainly not a great argument against compiling, but I've found the difference to be negligible."
Is there any benefit in using compile for regular expressions in Python?,"For me, the biggest benefit to re.compile is being able to separate definition of the regex from its use."
I'm using the subprocess module to start a subprocess and connect to its output stream (standard output). I want to be able to execute non-blocking reads on its standard output. Is there a way to make .readline non-blocking or to check if there is data on the stream before I invoke .readline? I'd like this to be portable or at least work under Windows and Linux.,"fcntl, select, asyncproc won't help in this case."
I'm using the subprocess module to start a subprocess and connect to its output stream (standard output). I want to be able to execute non-blocking reads on its standard output. Is there a way to make .readline non-blocking or to check if there is data on the stream before I invoke .readline? I'd like this to be portable or at least work under Windows and Linux.,"I have often had a similar problem; Python programs I write frequently need to have the ability to execute some primary functionality while simultaneously accepting user input from the command line (stdin). Simply putting the user input handling functionality in another thread doesn't solve the problem because readline() blocks and has no timeout. If the primary functionality is complete and there is no longer any need to wait for further user input I typically want my program to exit, but it can't because readline() is still blocking in the other thread waiting for a line. A solution I have found to this problem is to make stdin a non-blocking file using the fcntl module:"
I want to delete the file filename if it exists.  Is it proper to say,A more pythonic way would be:
I want to delete the file filename if it exists.  Is it proper to say,"I prefer to suppress an exception rather than checking for the file's existence, to avoid a TOCTTOU bug.  Matt's answer is a good example of this, but we can simplify it slightly under Python 3, using contextlib.suppress():"
"I've been working on a web app using Django, and I'm curious if there is a way to schedule a job to run periodically. ",One solution that I have employed is to do this:
"I've been working on a web app using Django, and I'm curious if there is a way to schedule a job to run periodically. ","Celery is a distributed task queue, built on AMQP (RabbitMQ). It also handles periodic tasks in a cron-like fashion (see periodic tasks). Depending on your app, it might be worth a gander."
I have a list of 2-item tuples and I'd like to convert them to 2 lists where the first contains the first item in each tuple and the second list holds the second item.,zip is its own inverse! Provided you use the special * operator.
I have a list of 2-item tuples and I'd like to convert them to 2 lists where the first contains the first item in each tuple and the second list holds the second item.,You could also do
"What is the related_name argument useful for on ManyToManyField and ForeignKey fields? For example, given the following code, what is the effect of related_name='maps'?",The related_name attribute specifies the name of the reverse relation from the User model back to your model.
"What is the related_name argument useful for on ManyToManyField and ForeignKey fields? For example, given the following code, what is the effect of related_name='maps'?",To add to existing  answer - related name is a must in case there 2 FKs in the model that point to the same table. For example in case of Bill of material
How can I use ORDER BY descending in a SQLAlchemy query like the following?,"Just as an FYI, you can also specify those things as column attributes. For instance, I might have done:"
How can I use ORDER BY descending in a SQLAlchemy query like the following?,Usage from @jpmc26
"I have a file called tester.py, located on /project.",Take a look at the Packages documentation (Section 6.4).
"I have a file called tester.py, located on /project.","In lib\BoxTime.py, write a function foo() like this:"
Python is installed in a local directory.  ,"Based on your comments to orip's post, I guess this is what happened:"
Python is installed in a local directory.  ,Does
I am very new to Python and trying to > pip install linkchecker on Windows 7. Some notes:,"Just install any package with the ""config --global http.sslVerify false"" statement"
I am very new to Python and trying to > pip install linkchecker on Windows 7. Some notes:,You can specify a cert with this param:
"I'm having trouble parsing HTML elements with ""class"" attribute using Beautifulsoup. The code looks like this",You can refine your search to only find those divs with a given class using BS3:
"I'm having trouble parsing HTML elements with ""class"" attribute using Beautifulsoup. The code looks like this",From the documentation:
What the difference is between flush() and commit() in SQLAlchemy?,"A Session object is basically an ongoing transaction of changes to a database (update, insert, delete). These operations aren't persisted to the database until they are committed (if your program aborts for some reason in mid-session transaction, any uncommitted changes within are lost)."
What the difference is between flush() and commit() in SQLAlchemy?,This does not strictly answer the original question but some people have mentioned that with session.autoflush = True you don't have to use session.flush()... And this is not always true.
I'm having a hard time wrapping my brain around PEP 380.,"Let's get one thing out of the way first. The explanation that yield from g is equivalent to for v in g: yield v does not even begin to do justice to what yield from is all about. Because, let's face it, if all yield from does is expand the for loop, then it does not warrant adding yield from to the language and preclude a whole bunch of new features from being implemented in Python 2.x."
I'm having a hard time wrapping my brain around PEP 380.,"What are the situations where ""yield from"" is useful?"
How do I learn where the source file for a given Python module is installed? Is the method different on Windows than on Linux?,"For a pure python module you can find the source by looking at themodule.__file__.
The datetime module, however, is written in C, and therefore datetime.__file__ points to a .so file (there is no datetime.__file__ on Windows), and therefore, you can't see the source."
How do I learn where the source file for a given Python module is installed? Is the method different on Windows than on Linux?,Running python -v from the command line should tell you what is being imported and from where.  This works for me on Windows and Mac OS X.
Is there a performance or code maintenance issue with using assert as part of the standard code instead of using it just for debugging purposes?,Asserts should be used to test conditions that should never happen.  The purpose is to crash early in the case of a corrupt program state.
Is there a performance or code maintenance issue with using assert as part of the standard code instead of using it just for debugging purposes?,"""assert"" statements are removed when the compilation is optimized.  So, yes, there are both performance and functional differences."
"In C++, I can iterate over an std::string like this:","As Johannes pointed out, "
"In C++, I can iterate over an std::string like this:","If you need access to the index as you iterate through the string, use enumerate():"
